OnsetDate,CaseCount,Precipitation,Tave,Tmax,Tmin
2007/8/26,0,2,27.8,34.2,24.4
2007/8/27,1,1.2,28,32.7,25
2007/8/28,0,0.3,28.7,32.6,24.7
2007/8/29,0,11.3,29.4,34.5,26.5
2007/8/30,0,0,29.9,34.4,25.8
2007/8/31,0,0,29.1,33.2,27.2
2007/9/1,0,0,28.5,31.8,26.8
2007/9/2,0,48.8,27.6,31.6,24.9
2007/9/3,0,1.6,27.4,31.9,24.4
2007/9/4,1,33.6,26.2,31.6,24.4
2007/9/5,0,2.5,24.9,27.9,23.1
2007/9/6,0,0,26.1,30.4,23
2007/9/7,1,0,28,32.3,23.8
2007/9/8,0,1.5,28.7,32.9,25.3
2007/9/9,0,0,29.2,33,25.1
2007/9/10,0,0,29.1,32.6,26.7
2007/9/11,0,0,28.3,32,26.3
2007/9/12,0,23.6,27.1,32.4,24.6
2007/9/13,0,0.1,28.4,33.5,25.5
2007/9/14,1,0,29.7,35,26.1
2007/9/15,0,0,30.1,34.7,26.7
2007/9/16,0,0,28.9,32.8,26.8
2007/9/17,2,0,29,33.8,24.9
2007/9/18,2,0,28.2,32.2,25.1
2007/9/19,0,0,27.8,32.1,23.9
2007/9/20,1,0,27.5,31.8,24.1
2007/9/21,0,0,28.2,32.4,25.3
2007/9/22,0,0,28.3,32.3,24.8
2007/9/23,0,3.1,25.3,28.6,23.6
2007/9/24,0,17.2,25.5,29.8,23.5
2007/9/25,0,19.5,26.8,31.2,24.1
2007/9/26,1,0,27.3,32.5,24.1
2007/9/27,1,0,28.7,33.9,25.2
2007/9/28,1,0,28.8,34.3,25.2
2007/9/29,0,0,29.8,34.9,25.7
2007/9/30,0,0,29.5,33.8,26.2
2007/10/1,0,0,28.8,32,26.8
2007/10/2,0,0,27.9,30.9,27.1
2007/10/3,0,0.5,26.7,29,25.1
2007/10/4,2,0,27.8,33.1,23.6
2007/10/5,0,0,28.6,34.5,24.3
2007/10/6,0,0,29.5,35,25.8
2007/10/7,0,0,30,34.4,26.3
2007/10/8,0,0,28.4,31.2,26.6
2007/10/9,0,0,25.2,29,22.5
2007/10/10,1,0,24.8,29.7,20.4
2007/10/11,0,0,26.5,31,23.5
2007/10/12,0,0,27.1,31.4,24.9
2007/10/13,0,0,26.6,29.2,24.8
2007/10/14,0,0,25.6,28.8,23.6
2007/10/15,0,0,23.6,27.2,21.8
2007/10/16,0,0,23,28.3,20.7
2007/10/17,0,0,23.4,27.8,18.9
2007/10/18,0,0,22.9,28.6,19
2007/10/19,1,0,23.7,28.5,20
2007/10/20,0,0,23.1,28.6,18.5
2007/10/21,0,0,23.3,29.3,19.4
2007/10/22,0,0,23.9,29.6,19.3
2007/10/23,0,0,24.3,31.1,20.4
2007/10/24,0,0,25.1,31,21.1
2007/10/25,0,0,26.1,32.7,21.1
2007/10/26,0,0,25.6,31.9,21.1
2007/10/27,1,0,25.2,29.3,22.2
2007/10/28,0,0,24.8,29.1,22.2
2007/10/29,0,0,24.9,28.9,22.2
2007/10/30,0,0,22.8,26.5,19.1
2007/10/31,0,18.1,19.1,23.4,18
2007/11/1,0,0.3,19.1,21.8,17
2007/11/2,0,0.4,18.5,22.7,15.7
2007/11/3,0,0,19.8,25.1,15.4
2007/11/4,0,0,20.5,25.9,16.1
2007/11/5,0,0,21.3,26.1,16.3
2007/11/6,0,0,22.5,28.1,18.1
2007/11/7,0,0,22.3,26.7,17.7
2007/11/8,0,0,22,25.1,19.9
2007/11/9,0,0,22.9,28.2,19.7
2007/11/10,0,0,21.3,28.2,15.9
2007/11/11,0,0,20.7,27.5,15.1
2007/11/12,0,0,20.3,26.7,16
2007/11/13,0,0,20.6,26.4,16.7
2007/11/14,0,0,21,27.8,16.6
2007/11/15,0,0,22.2,29.1,17.3
2007/11/16,0,0,22.1,29.1,17.4
2007/11/17,0,0,22.1,27.9,18.9
2007/11/18,0,0,20,23.5,18.6
2007/11/19,0,0,19.2,23.9,16.5
2007/11/20,0,0,18.6,24.4,14.3
2007/11/21,0,0,18.7,25.6,14
2007/11/22,0,0,19.2,25.4,14.7
2007/11/23,0,0,19.2,24.9,14.6
2007/11/24,0,0,19,25.2,15.7
2007/11/25,0,1.3,19.4,24.3,16.8
2007/11/26,0,0,20.6,23.8,17.9
2007/11/27,0,0,17.6,20.9,15.1
2007/11/28,0,0,14.6,20.1,10.1
2007/11/29,0,0,14.4,21.8,7.9
2007/11/30,0,0,14.2,22.6,7.9
2007/12/1,0,0,15.7,23.5,10.1
2007/12/2,0,0,19.5,26,15
2007/12/3,0,0,17.8,22.6,15.5
2007/12/4,0,0,16.6,22.7,11.3
2007/12/5,0,0,16.2,20.1,13.4
2007/12/6,0,0,17.3,22,15.1
2007/12/7,0,0,16.5,21.4,13.5
2007/12/8,0,0,15,21.8,10.2
2007/12/9,0,0,17.1,22.3,13.2
2007/12/10,0,0,19.6,26,15.6
2007/12/11,0,0,20.9,27.4,16.1
2007/12/12,0,0,21.6,27.8,18.3
2007/12/13,0,0,19.3,23.8,16.6
2007/12/14,0,0,17.5,22.7,14.1
2007/12/15,0,0,18.9,24.6,15.3
2007/12/16,0,0,19.2,24.9,15.2
2007/12/17,0,0,20.6,25.2,17.1
2007/12/18,0,0,19.8,23.9,18.2
2007/12/19,0,0,16.7,19.1,16
2007/12/20,0,0,17.7,20.3,15.9
2007/12/21,0,0,20.2,25.7,15.9
2007/12/22,0,0,19.9,23.3,18
2007/12/23,0,5.2,15,18,13.7
2007/12/24,0,11,15.6,19.8,12.8
2007/12/25,0,0,15.3,18.9,13.8
2007/12/26,0,0,15.8,22,11
2007/12/27,0,0,17.7,23.1,14.1
2007/12/28,0,0,18.1,24.3,14.3
2007/12/29,0,0,15.8,18.4,14.7
2007/12/30,0,0,13.7,17.7,10.9
2007/12/31,0,0,12.7,16.7,9.1
2008/1/1,0,0,11.9,16.6,8.8
2008/1/2,0,0,11.1,17.1,7
2008/1/3,0,0,11.2,19.2,6.2
2008/1/4,0,0,12.5,20.9,7.1
2008/1/5,0,0,14,22.3,9.5
2008/1/6,0,0,15.1,23.9,9.5
2008/1/7,0,0,17.7,26.8,12.9
2008/1/8,0,0,19.6,26.1,15.4
2008/1/9,0,0,21.2,26.5,17.6
2008/1/10,0,0.1,21.4,24.6,19.3
2008/1/11,0,0,22.6,27.5,20.7
2008/1/12,0,0,21.9,27.5,19
2008/1/13,0,0,16,21.3,12.6
2008/1/14,0,0,12.9,18.6,9.1
2008/1/15,0,0,11.6,16.7,8.5
2008/1/16,0,0.8,10.2,14.3,6.1
2008/1/17,0,3.6,8.3,12.3,5.9
2008/1/18,0,0.1,11,15.5,8
2008/1/19,0,0,14.5,18.9,12.1
2008/1/20,0,0,16.5,22.6,13.8
2008/1/21,0,0,12.1,16.2,9.8
2008/1/22,0,0,11.9,17.8,8.9
2008/1/23,0,0,12.5,17.9,9
2008/1/24,0,0.1,11.6,14.7,9.2
2008/1/25,0,39.7,8.5,12.3,7.2
2008/1/26,0,7.7,7,7.6,6.3
2008/1/27,0,1.8,6.1,7.1,5.1
2008/1/28,0,0.3,6.9,8.5,5.5
2008/1/29,0,9.5,6.7,8,6
2008/1/30,0,30.8,6.3,7.1,6.1
2008/1/31,0,3.8,5.5,6.7,4.6
2008/2/1,0,0.1,5.7,6.8,5.1
2008/2/2,0,17.1,5.4,6.2,4.9
2008/2/3,0,0.1,7.7,13.5,3.6
2008/2/4,0,4,7.1,9.6,5.5
2008/2/5,0,1.5,8,9.4,7
2008/2/6,0,0,8.8,12.8,6.7
2008/2/7,0,0,8.4,14.2,4.3
2008/2/8,0,0,9.5,12.5,7
2008/2/9,0,0,9.7,14.7,5.8
2008/2/10,0,0,9.6,10.8,8.4
2008/2/11,0,0.1,6.7,9.5,5.3
2008/2/12,0,0,9.5,14.8,6.3
2008/2/13,0,0,9.9,12.1,7.8
2008/2/14,0,0.1,11,12.6,9.6
2008/2/15,0,0,11.9,19,6.3
2008/2/16,0,0.1,12.1,17.2,7.1
2008/2/17,0,1.1,11.8,14.4,10.1
2008/2/18,0,0.1,13.7,18.7,10.4
2008/2/19,0,0,14,19.5,10.5
2008/2/20,0,0,14.6,21.8,9.2
2008/2/21,0,0,16.2,24.5,10.6
2008/2/22,0,0,19.4,24.5,15.7
2008/2/23,0,0.2,19.6,22.9,17.1
2008/2/24,0,5.9,16.9,19.6,15.3
2008/2/25,0,19.2,15.8,17.6,14.1
2008/2/26,0,0.1,12.8,16.9,10.4
2008/2/27,0,0,12.4,17.9,8.4
2008/2/28,0,0,14.2,20.5,8.7
2008/2/29,0,0.7,13.3,16.4,12.1
2008/3/1,0,0,14.4,23.7,7.6
2008/3/2,0,0,16.3,25.7,9.8
2008/3/3,0,0,17.9,27.7,10.8
2008/3/4,0,0,18,25.9,12.5
2008/3/5,0,0,18,24.6,12.6
2008/3/6,0,0,19.1,24.9,12.3
2008/3/7,0,0,20,25.7,14.6
2008/3/8,0,0,19,22.4,16.5
2008/3/9,0,0,19.6,26.3,14.8
2008/3/10,0,0.1,21,25.8,17.9
2008/3/11,0,0,20.9,26.4,17.3
2008/3/12,0,0,21.9,27.7,17.2
2008/3/13,0,0.3,21.1,24,19.8
2008/3/14,0,0.1,21.2,23.8,19.4
2008/3/15,0,0,21.8,24.9,19.8
2008/3/16,0,0,22.1,26.6,19
2008/3/17,0,0.1,22.9,25.9,20.8
2008/3/18,0,1.8,22,24.4,20.8
2008/3/19,0,0.1,23.9,29.4,19.3
2008/3/20,0,0.1,22,24.8,20.3
2008/3/21,0,0.1,21.6,23.9,19.4
2008/3/22,0,38.9,20.2,22.7,17.6
2008/3/23,0,0,18.6,23.6,16
2008/3/24,0,0,20.2,27.7,13.7
2008/3/25,0,1.5,18.1,21.6,17.4
2008/3/26,0,1,18.7,23.8,16.3
2008/3/27,0,0.1,20.1,24.9,15.1
2008/3/28,0,17.1,21.3,23.7,18.8
2008/3/29,0,0.6,23.7,26.6,21.8
2008/3/30,0,0.7,21,24.2,17.6
2008/3/31,0,8.9,16,17.7,15.5
2008/4/1,0,5.5,15.9,16.6,15.2
2008/4/2,0,4.7,15.7,16.6,15.2
2008/4/3,0,5.8,15.5,16.6,14.4
2008/4/4,0,0.4,20.2,24.9,16.5
2008/4/5,0,0.1,23.6,28,21
2008/4/6,0,0,24.4,30.7,20
2008/4/7,0,0,25.3,31.4,21.9
2008/4/8,0,0,27,31.4,24.7
2008/4/9,0,0.1,26,28,24.6
2008/4/10,0,0.1,26.6,29.4,24.4
2008/4/11,0,1.2,25.4,27.1,24.4
2008/4/12,0,4.6,24,25.6,23.3
2008/4/13,0,7,22.9,24.9,22.3
2008/4/14,0,0.1,24.6,28.4,21.4
2008/4/15,0,0,25.3,29.9,21.6
2008/4/16,0,0,25.7,30.2,22
2008/4/17,0,0.1,26.7,32.3,22.7
2008/4/18,0,0.1,26.4,28.3,24.2
2008/4/19,0,35.2,24.1,26.7,22.5
2008/4/20,0,11,24.7,27,22.4
2008/4/21,0,2.5,26.1,29.3,24.3
2008/4/22,0,0,24.2,27.6,21.8
2008/4/23,0,0.1,20.8,23.4,19.7
2008/4/24,0,0.1,21.4,25.4,18.3
2008/4/25,0,2.7,20.4,22.3,19.7
2008/4/26,0,0,22.8,27.7,19.4
2008/4/27,0,22.2,21.8,24.5,19.3
2008/4/28,0,8.5,21.6,26,18.4
2008/4/29,0,0.1,23,27.9,18.5
2008/4/30,0,0.1,23.5,27,20.9
2008/5/1,0,0.6,24.8,27.7,22.9
2008/5/2,0,6.5,23.7,25.2,23.2
2008/5/3,0,0.1,25.7,29.7,23
2008/5/4,0,0,27.9,32,24.6
2008/5/5,0,30.5,25.5,28.9,24.2
2008/5/6,0,35.7,23.5,25.6,21.3
2008/5/7,0,0,25.5,30,22.6
2008/5/8,0,0.2,28.1,33.6,24.4
2008/5/9,0,0,28.4,33.3,25.8
2008/5/10,0,6.9,23.7,26.8,21.8
2008/5/11,0,0.1,22.9,25.1,21.4
2008/5/12,0,0,25,32,19.3
2008/5/13,0,0,26.8,32.3,21.2
2008/5/14,0,0,26.3,31.8,21.1
2008/5/15,0,0,26.6,31.8,22.4
2008/5/16,0,0,27.2,32,24.1
2008/5/17,0,0,25.9,28.1,24.6
2008/5/18,0,0.1,25.2,29.3,23.3
2008/5/19,0,36.1,22.2,23.9,21.4
2008/5/20,0,11.9,21.7,22.4,20.7
2008/5/21,0,8,22.9,25.8,20.5
2008/5/22,0,20,24.3,27.3,22.3
2008/5/23,0,5.8,27.2,32.6,24.2
2008/5/24,0,2,28.1,32.5,25.6
2008/5/25,0,7.3,27.4,30.6,25
2008/5/26,0,33.8,25.7,30.2,23.1
2008/5/27,0,12.7,28.3,32.6,25.4
2008/5/28,0,2,27.9,31.8,25.1
2008/5/29,0,38.6,26.4,31,23.9
2008/5/30,0,23.2,24.8,28.5,24.1
2008/5/31,0,3.3,25.6,26.9,24.2
2008/6/1,0,20.6,24.8,26.6,24.1
2008/6/2,0,28.3,26.9,32.5,24.6
2008/6/3,0,75.9,24.6,27.1,23.4
2008/6/4,0,14.4,26.4,30.8,24
2008/6/5,0,0,27.4,31.5,24.5
2008/6/6,0,55.2,23.7,26.5,22.6
2008/6/7,0,68.8,25.7,29.5,22.8
2008/6/8,0,24.8,25.9,32.1,24.4
2008/6/9,0,0.1,28.3,31.6,26.2
2008/6/10,0,0.1,29,32.4,26.3
2008/6/11,0,9.7,28,31,24.6
2008/6/12,0,11.3,28.1,31.6,25.9
2008/6/13,0,88.4,25.2,27.5,24.3
2008/6/14,0,48.1,25.7,29.7,24.3
2008/6/15,0,54,27.3,31.8,24.6
2008/6/16,0,8.5,26.7,30.9,25.1
2008/6/17,0,16.4,26.8,30.3,25.2
2008/6/18,0,37.6,25.4,27.5,24.8
2008/6/19,0,2.4,27.1,31.6,24.6
2008/6/20,0,0.1,28.9,32,26
2008/6/21,0,0,29.5,34.7,25.8
2008/6/22,0,0,30.5,35.7,26.2
2008/6/23,0,0,31.5,36.6,27.1
2008/6/24,0,0,31.4,36.4,27.3
2008/6/25,0,59.4,27.5,32.1,25.1
2008/6/26,0,138.1,25.9,26.5,24.4
2008/6/27,0,1.2,26.4,28.6,24.9
2008/6/28,0,17.8,26.2,28.4,24.1
2008/6/29,0,44.8,25,28.9,24.2
2008/6/30,0,8.9,25.8,30.4,24.2
2008/7/1,0,15,26.2,31.9,25
2008/7/2,0,3.3,28,32,25.9
2008/7/3,0,0,29.4,33.7,26.6
2008/7/4,0,0,29.7,33.5,26.2
2008/7/5,0,0,29.9,35.2,25.6
2008/7/6,0,17,27.1,32.4,24.3
2008/7/7,0,2.7,26.9,29.8,24.2
2008/7/8,0,3.1,28.1,31.3,25.8
2008/7/9,0,12.6,27,28.8,25.1
2008/7/10,0,7.4,27.1,30.2,25.7
2008/7/11,0,1.2,27.3,30.9,25.5
2008/7/12,0,6,27.5,31.2,25.3
2008/7/13,0,16.6,26,30.9,25.2
2008/7/14,0,52.8,27.3,32.6,24.9
2008/7/15,0,0.1,28,33.9,24.8
2008/7/16,0,0.9,27.9,33.9,25.1
2008/7/17,0,0,29.5,34.6,25.9
2008/7/18,0,0,30.5,33.8,27
2008/7/19,0,5.3,30.3,35.4,25.8
2008/7/20,0,3.4,28,33.5,24.4
2008/7/21,0,1.7,28.6,34.6,24.3
2008/7/22,0,0,30.2,34.9,27.7
2008/7/23,0,0,30.2,33.4,27.9
2008/7/24,0,0,31.2,35.8,27
2008/7/25,0,0,31.4,36.5,27
2008/7/26,0,0,32.6,37.7,27.5
2008/7/27,0,0.1,32,37.5,28.3
2008/7/28,0,0,33.5,38.6,28.3
2008/7/29,0,0.1,32.9,36.9,29.7
2008/7/30,0,0,31.3,34.4,30.1
2008/7/31,0,21.2,28.2,31.7,24.9
2008/8/1,0,0,29.3,33.9,25.9
2008/8/2,0,0,29.4,33.2,25.6
2008/8/3,0,0.1,30.5,35.1,26.4
2008/8/4,0,13,30,36.7,26.2
2008/8/5,0,49.7,27.2,32.6,24.6
2008/8/6,0,15.3,26.7,28.8,25
2008/8/7,0,72.5,26.6,29.2,23.8
2008/8/8,0,0.1,27.1,30.6,25.9
2008/8/9,0,0,29.1,34.4,24.9
2008/8/10,0,0,29.8,34.6,25.8
2008/8/11,0,0.1,27.7,30.3,25.7
2008/8/12,0,17.8,27.1,30.9,25
2008/8/13,0,0.1,29.4,34.1,25.7
2008/8/14,0,0,30.7,35.7,26
2008/8/15,0,0,30.8,34.8,26.9
2008/8/16,0,0,30.3,35.1,27.7
2008/8/17,0,0,30.3,34.1,27.7
2008/8/18,0,0,30.8,35.7,27.8
2008/8/19,0,0,30.7,34.5,26.9
2008/8/20,0,0,31.3,36.6,26.8
2008/8/21,0,1.3,31.7,36.9,28.6
2008/8/22,0,0.1,30.2,33.5,27.6
2008/8/23,0,10.4,25,30.2,23.7
2008/8/24,0,8.4,26.6,31,24.8
2008/8/25,0,0.1,28.5,33.1,26.2
2008/8/26,0,0,29.5,34.3,26.5
2008/8/27,0,0,30.1,34.6,27.2
2008/8/28,0,0,30.1,34.7,26.9
2008/8/29,0,0,30.6,34.8,27.1
2008/8/30,0,0,30.6,35.3,27.5
2008/8/31,0,0,30.2,34.1,27.4
2008/9/1,0,27.2,28.9,34.4,25.2
2008/9/2,0,25.5,27.3,31.2,24.8
2008/9/3,0,23,27.4,31.2,24.7
2008/9/4,0,46,26.1,31.7,24
2008/9/5,0,10.2,26.4,32.1,23.6
2008/9/6,0,5.9,26.8,31.7,23.3
2008/9/7,0,15.1,27.8,33.4,24.6
2008/9/8,0,0.3,27.8,33.3,24
2008/9/9,0,0,29.4,34.3,25.8
2008/9/10,0,0,30,34.7,26.6
2008/9/11,0,0.1,30.6,35.5,27.3
2008/9/12,0,0,30.5,35.1,27.4
2008/9/13,0,0,29.9,34.6,26.4
2008/9/14,0,0,30.4,34.7,26.4
2008/9/15,0,0,30.3,34.5,26.5
2008/9/16,0,0,30.9,35.5,27.3
2008/9/17,0,0,31.3,35.6,28.1
2008/9/18,0,34,27.9,31.5,25.3
2008/9/19,0,0.1,29.1,33.6,25.7
2008/9/20,0,0,29.9,34.1,25.9
2008/9/21,0,0,30.5,34.8,26.7
2008/9/22,0,0,31.5,37.1,27.4
2008/9/23,0,4.9,30.6,35.4,26.1
2008/9/24,0,38.6,26.4,28.9,24.3
2008/9/25,0,5.6,27.6,32,25.9
2008/9/26,0,17.2,27.9,34.4,24.8
2008/9/27,0,9.1,26.4,30.5,23.6
2008/9/28,0,0,27.1,30.9,23.9
2008/9/29,0,0,26.6,30.7,22.8
2008/9/30,0,0,26.4,30.6,22.7
2008/10/1,0,0,26.2,30.7,22.1
2008/10/2,0,0,26.9,31.4,22.9
2008/10/3,0,0,27,30.7,23.1
2008/10/4,0,14.2,26.4,31.3,24
2008/10/5,0,76,24.2,26,23.1
2008/10/6,0,33.9,23.1,27.2,20.2
2008/10/7,0,0,23.5,25.8,21.8
2008/10/8,0,0.1,24.6,29.2,21.4
2008/10/9,0,0,26.4,31,23.2
2008/10/10,0,0,27.5,32.5,23.4
2008/10/11,0,0,27.3,31.7,23.7
2008/10/12,0,0,25.6,28.1,23.7
2008/10/13,0,9.2,22.6,25.6,20.3
2008/10/14,0,2.4,23.3,28.4,20.2
2008/10/15,0,0,25.5,29.9,22.3
2008/10/16,0,0,26.7,31.8,22.3
2008/10/17,0,0.1,27.3,32.2,23.6
2008/10/18,0,0.1,27.5,30.8,25.4
2008/10/19,0,0,27.2,31.9,24
2008/10/20,0,0,27.2,31.2,24.9
2008/10/21,0,0,27.4,31.7,23.7
2008/10/22,0,0,26.8,31,23.7
2008/10/23,0,0,27.3,31.6,23.5
2008/10/24,0,0,26.1,29.5,24.1
2008/10/25,0,0,25.8,29.3,23.1
2008/10/26,0,0,26.8,32.1,22.7
2008/10/27,0,0,26.7,30.7,23.7
2008/10/28,0,0,24.9,30.2,20.7
2008/10/29,0,0,26.3,30.4,23.7
2008/10/30,0,0,27,32,23.6
2008/10/31,0,0.7,27.4,32.7,23.3
2008/11/1,0,0,26.5,29,24
2008/11/2,0,0.2,26.6,29.5,25
2008/11/3,0,16.4,21.8,26.8,19.8
2008/11/4,1,0.5,22.4,24.7,20.9
2008/11/5,0,0,24.4,27.9,21.3
2008/11/6,0,0,25.4,29.7,22.4
2008/11/7,1,4.2,25.4,30.4,22.6
2008/11/8,0,40.6,20.1,22.6,18.7
2008/11/9,0,0,19.4,22.8,17.9
2008/11/10,1,0,17.9,22.9,14.6
2008/11/11,0,0,17.8,22.8,14.1
2008/11/12,0,0,16.9,23.4,12.4
2008/11/13,0,0,18.8,26.1,13.7
2008/11/14,0,0,20.4,27.3,15.5
2008/11/15,0,0,21.6,29.4,17
2008/11/16,0,0,22.6,29.9,17.2
2008/11/17,0,0,22.2,27.8,18.2
2008/11/18,0,0,19.9,22.8,17.7
2008/11/19,0,0,16.6,20.9,14.1
2008/11/20,0,0,15.1,20.9,11.3
2008/11/21,0,0,16.9,23.9,12.1
2008/11/22,0,0,18.6,24.8,13.4
2008/11/23,0,0,21.4,25.8,18.3
2008/11/24,0,0,19.5,23.6,16.7
2008/11/25,0,0,19.6,24.6,15.4
2008/11/26,0,0,19.3,24.6,16.1
2008/11/27,0,0,18,21.7,15.2
2008/11/28,0,0,13.4,19.7,8.6
2008/11/29,0,0,14.9,22.2,9.1
2008/11/30,0,0,15.2,22.9,9.3
2008/12/1,0,0,14.7,22.9,9.4
2008/12/2,0,0,15.8,24.9,9.9
2008/12/3,0,0,17.6,25.1,11.3
2008/12/4,0,6,18.7,21,17.3
2008/12/5,0,0.3,15.3,18,13.1
2008/12/6,0,0.1,13.2,18.8,10.3
2008/12/7,0,0,12.5,19.8,7.2
2008/12/8,0,0,15.7,21.6,10.1
2008/12/9,0,0,15,22.9,9.5
2008/12/10,0,0,15,23.7,9.2
2008/12/11,0,0,16.8,25.2,11.1
2008/12/12,0,0,18.8,23.3,14.5
2008/12/13,0,0.6,19.6,25.7,16.5
2008/12/14,0,0,17.4,20.9,15
2008/12/15,0,0,13.7,19.2,9.9
2008/12/16,0,0,14,20.6,9.5
2008/12/17,0,0,14.7,23.6,9.5
2008/12/18,0,0,15.5,25,9.5
2008/12/19,0,0,16.7,24.6,11.9
2008/12/20,0,0,17.8,26.9,12.6
2008/12/21,0,0,18.4,27.2,13.1
2008/12/22,0,0,13.1,20.4,10.1
2008/12/23,0,0,9.7,14.8,4.7
2008/12/24,0,0,14.4,21.1,10.7
2008/12/25,0,0,16.5,23.1,11.6
2008/12/26,0,0.1,16.7,20,14.3
2008/12/27,0,0.2,15.8,17,15.2
2008/12/28,0,4.5,16.2,18.2,14.8
2008/12/29,0,2.5,16,16.9,15.3
2008/12/30,0,0,14.4,17.4,12.9
2008/12/31,0,0.1,12.9,16.1,10.4
2009/1/1,0,0,12.2,17.4,8.3
2009/1/2,0,0,11.8,17.3,7.2
2009/1/3,0,0,11.7,17.8,6.4
2009/1/4,0,0,14.3,23,9
2009/1/5,0,0,15.8,23.5,10.4
2009/1/6,0,0,16,22.7,12.2
2009/1/7,0,0,13.5,17.8,10.2
2009/1/8,0,0,11.7,16.8,8
2009/1/9,0,0,10.8,15.7,6.9
2009/1/10,0,0,10.1,16,5.9
2009/1/11,0,0,9,17.2,3.3
2009/1/12,0,0,11.7,18.5,5.9
2009/1/13,0,0,11.2,15.8,6.6
2009/1/14,0,0,10.3,17.3,5.6
2009/1/15,0,0,10.4,18.4,5.4
2009/1/16,0,0,11.5,20.5,6.3
2009/1/17,0,0,13.5,22.5,7.4
2009/1/18,0,0,15.4,25.6,9.6
2009/1/19,0,0,17.1,25.3,11.2
2009/1/20,0,0,17.6,23.2,12.8
2009/1/21,0,0,18.2,23.7,16.8
2009/1/22,0,0.1,16.5,22.4,13
2009/1/23,0,0,14.9,17.6,13.3
2009/1/24,0,0,7.7,13.3,6.1
2009/1/25,0,0,8.3,10.4,6.3
2009/1/26,0,1,8.4,9.5,6.4
2009/1/27,0,4.1,6.9,8.1,5.9
2009/1/28,0,0,9.8,12.1,8
2009/1/29,0,0.3,12,14.4,11
2009/1/30,0,0,13.5,18.9,9.2
2009/1/31,0,0,14,21.1,8.5
2009/2/1,0,0,16.6,23,10.8
2009/2/2,0,0,18,24.5,15.2
2009/2/3,0,0,18.4,26.4,13.1
2009/2/4,0,0,18.9,25.5,14.4
2009/2/5,0,0,19.1,26.5,13.9
2009/2/6,0,0,18.8,23,16.7
2009/2/7,0,0,19,24.7,15.5
2009/2/8,0,0,20,27.2,14.8
2009/2/9,0,0,20.9,28.4,16.1
2009/2/10,0,0,20.6,28.1,15.7
2009/2/11,0,0,20.4,26.2,17
2009/2/12,0,0,21.1,24.9,18.3
2009/2/13,0,0,23.4,28.5,20.4
2009/2/14,0,0.1,23.4,25.7,22.5
2009/2/15,0,0.1,23.7,26.8,22.5
2009/2/16,0,0.1,23,27.9,21.7
2009/2/17,0,0,20.6,22.8,19
2009/2/18,0,0,21.4,26.7,17.8
2009/2/19,0,0.1,21.9,25.5,19.5
2009/2/20,0,0,18.3,22.6,15.9
2009/2/21,0,0,19.7,24.2,16.1
2009/2/22,0,0.5,21.1,23.3,19.5
2009/2/23,0,0.1,23.2,27,21.4
2009/2/24,0,0,24.3,27.5,22.6
2009/2/25,0,0,24,27.6,22.4
2009/2/26,0,0,24.4,29.4,21.7
2009/2/27,0,0,24.4,28.7,21.3
2009/2/28,0,0.1,19.1,25.5,17.2
2009/3/1,0,0.1,13.6,17.4,12.8
2009/3/2,0,0.1,13,14.6,11.7
2009/3/3,0,0.1,13.9,17.3,12
2009/3/4,0,0.1,14.7,17.3,12.4
2009/3/5,0,31.3,16.7,20.5,13.7
2009/3/6,0,13.6,12.2,13.7,10.6
2009/3/7,0,9.1,11.2,13.2,9.9
2009/3/8,0,1.4,12,12.5,11.3
2009/3/9,0,0.9,15.3,22.1,12
2009/3/10,0,0,16.6,18.9,13.4
2009/3/11,0,0.1,18.9,21.7,16.7
2009/3/12,0,0.1,21.8,24.9,19.4
2009/3/13,0,0.1,17,23.8,10.6
2009/3/14,0,1.3,13.7,20.1,9.5
2009/3/15,0,0,15.7,23.3,8.7
2009/3/16,0,0,19.1,26.6,13
2009/3/17,0,0,21.3,26.8,16.7
2009/3/18,0,0,23.1,27.3,20.4
2009/3/19,0,0,23.4,27.2,21
2009/3/20,0,0,24.4,27.8,21.6
2009/3/21,0,0.1,23.8,25.2,23.1
2009/3/22,0,0,25.4,29.2,23.1
2009/3/23,0,0.1,25.4,29.6,23.8
2009/3/24,0,15.2,21,24.9,18.4
2009/3/25,0,4.1,17.4,19.8,14.5
2009/3/26,0,0.1,17.8,19.4,16.4
2009/3/27,0,23.5,19.1,20.6,17.3
2009/3/28,0,79.3,22.2,27,20.4
2009/3/29,0,27.4,19.2,21.2,15.9
2009/3/30,0,0,17,18.6,15.8
2009/3/31,0,0.3,17.5,22.6,14.6
2009/4/1,0,0.1,18.3,21.1,16.5
2009/4/2,0,1.4,18.9,21.9,15.6
2009/4/3,0,0,20.4,22.5,18.2
2009/4/4,0,2.9,21.2,25,19.4
2009/4/5,0,0.6,20.8,24.1,19
2009/4/6,0,1.7,17.4,19.8,14.9
2009/4/7,0,6.3,18.2,21.4,16
2009/4/8,0,0,21.1,26.6,17.6
2009/4/9,0,6.9,20.7,22.8,18.8
2009/4/10,0,0.1,20.6,25,17.3
2009/4/11,0,0,23,27.6,18.2
2009/4/12,0,0.1,22.6,24.9,20.3
2009/4/13,0,11.7,23,28.2,21.4
2009/4/14,0,0,24.7,31,19.5
2009/4/15,0,2.2,24.4,27.7,22.8
2009/4/16,0,17.7,22.7,26.2,20.5
2009/4/17,0,0,23.4,29.1,19
2009/4/18,0,19,22,25.4,20.7
